submitdate,Wave,startdate,datestamp,sex,age,edu,emplstat_sq001,emplstat_sq002,emplstat_sq003,emplstat_sq004,emplstat_sq005,emplstat_sq006,emplstat_sq007,emplstat_sq008,kidpar,recgov_sq001,recgov_sq003,recgov_sq007,recgov_sq008,recgov_sq09,recgov_sq010,recgov_sq014,recgov_sq011,recgov_sq020,recimp,recgovop,govmotiv,actfreq_sq001,actfreq_sq003,actfreq_sq007,actfreq_sq008,actfreq_sq010,actfreq_sq014,actfreq_sq020,actrate,tgovmeas_sq001,tgovmeas_sq002,tgovmeas_sq003,tgovmeas_sq004,tgovmeas_sq008,tgovmeas_sq009,tgovmeas_sq010,tgovmeas_sq011,tgovmeas_sq012,cvdvacc,fluvac,concern_sq001,concern_sq002,concern_sq004,concern_sq006,concern_sq007,concern_sq011,concern_sq008,concern_sq009,concern_sq016,concern_sq017,concern_sq012,concern_sq013,concern_sq014,concern_sq018,impacvd_sq001,impacvd_sq002,impacvd_sq003,impacvd_sq004,impacvd_sq006,impacvd_sq011,impacvd_sq012,impacvd_sq013,impacvd_sq014,impacvd_sq015,impacvd_sq020,impacvd_sq021,qualife,trustinf_sq001,trustinf_sq002,trustinf_sq003,trustinf_sq004,trustinf_sq005,trustinf_sq006,trustinf_sq007,trustinf_sq008,trustinf_sq009,cvdinf,cvdtest,reastest_sq002,reastest_sq003,reastest_sq004,reastest_sq005,reastest_sq007,reastest_other,stmimp_sq001,stmimp_sq002,stmimp_sq003,stmimp_sq004,stmimp_sq005,stmimp_sq006,stmimp_sq007,stmimp_sq008,stmimp_sq009,hecond_sq001,hecond_sq002,hecond_sq003,hecond_sq004,hecond_sq005,hecond_sq006,hecond_sq007,hecond_sq010,hecond_sq008,hecond_sq009,region,area,city,preg,hoinc,hwork,hcworker,jobdes,survid,age_yrs,recgov_sq002,actfreq_sq002,perinf,impacvd_sq005,impacvd_sq017,medins,recgov_sq004,recgov_sq005,recgov_sq024,recgov_sq013,recgov_sq017,recgov_sq021,recgov_sq022,actfreq_sq004,actfreq_sq005,actfreq_sq024,actfreq_sq013,actfreq_sq017,actfreq_sq021,actfreq_sq022,tgovmeas_sq005,tgovmeas_sq006,concern_sq003,concern_sq005,concern_sq015,impacvd_sq007,impacvd_sq008,impacvd_sq009,impacvd_sq010,impacvd_sq018,impacvd_sq019,tinfoso_sq001,tinfoso_sq002,tinfoso_sq003,tinfoso_sq004,tinfoso_sq005,tinfoso_sq006,tinfoso_sq007,tinfoso_sq008,tinfoso_sq009,tinfoso_sq010,hecond_sq011,phyhe,menthe,smok,ecig,hebeh_sq001,hebeh_sq002,hebeh_sq003,whours,curemp,workrem,homeeasy,sickl,recgov_sq006,recgov_sq012,recgov_sq016,recgov_sq018,recgov_sq019,actfreq_sq006,actfreq_sq012,actfreq_sq016,actfreq_sq018,actfreq_sq019,tgovmeas_sq007,govmeas_1,govmeas_2,govmeas_3,govmeas_4,govmeas_5,govmeas_6,govmeas_7,govmeas_8,govmeas_9,govmeas_10,livekidsm,livead,livekids,actfreq_sq009,actfreq_sq025
2020-04-01 12:59:38.999,1,2020-04-01 12:43:59.002,2020-04-01 12:59:38.999,0,34.0,4.0,0,0,0,0,0,1,0,0,,1.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Envigado,2.0,3.0,2.0,,1.0,216534,34.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,48.0,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,0.0,2.0,0.0,1.0,1.0
2020-04-01 13:05:46.000,1,2020-04-01 12:43:29.004,2020-04-01 13:05:46.000,1,35.0,4.0,0,0,0,0,0,0,1,0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,,2,2,Antioquia,3.0,Medellín,,2.0,,,,216534,35.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,8.0,6.0,2.0,3.0,7.0,9.0,1.0,4.0,,1.0,3.0,1.0,1.0,1.0
2020-04-01 13:30:35.001,1,2020-04-01 13:15:59.000,2020-04-01 13:30:35.001,1,28.0,4.0,0,0,0,1,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Itagüí,,2.0,1.0,,1.0,216534,28.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,60.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,5.0,9.0,7.0,1.0,6.0,,,,,0.0,2.0,0.0,1.0,1.0
2020-04-01 13:58:22.002,1,2020-04-01 13:43:31.002,2020-04-01 13:58:22.002,0,24.0,3.0,0,0,0,0,0,0,1,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,1,Antioquia,2.0,Envigado,2.0,3.0,,,1.0,216534,24.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,1.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,5.0,1.0,6.0,4.0,,,,,,0.0,3.0,0.0,1.0,1.0
2020-04-01 14:26:50.001,1,2020-04-01 14:19:38.001,2020-04-01 14:26:50.001,0,22.0,2.0,0,0,0,1,0,0,0,0,,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Medellín,2.0,,,,,216534,22.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,64.0,1.0,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,3.0,5.0,7.0,6.0,,,,,,,0.0,2.0,0.0,1.0,1.0
2020-04-01 14:27:05.000,1,2020-04-01 14:11:25.002,2020-04-01 14:27:05.000,0,41.0,4.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,Antioquia,2.0,Envigado,2.0,3.0,1.0,,2.0,216534,41.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,48.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,8.0,6.0,4.0,7.0,9.0,10.0,5.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
2020-04-01 14:31:57.999,1,2020-04-01 14:00:23.999,2020-04-01 14:31:57.999,1,60.0,3.0,0,0,0,0,0,0,1,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,,1,1,Antioquia,3.0,Carolina Del Principe,,,2.0,,1.0,216534,60.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,3.0,2.0,3.0,48.0,2.0,2.0,1.0,2.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,,7.0,6.0,8.0,10.0,9.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,,1.0
2020-04-01 14:41:10.000,1,2020-04-01 14:22:53.999,2020-04-01 14:41:10.000,0,33.0,3.0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,1,3,2,2,2,2,,2,2,Antioquia,3.0,Medellín,2.0,2.0,,,1.0,216534,33.0,1.0,1.0,1.0,,,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,3.0,3.0,1.0,48.0,1.0,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,9.0,10.0,5.0,,,,,,,,1.0,2.0,1.0,1.0,1.0
2020-04-01 14:42:00.000,1,2020-04-01 14:22:02.004,2020-04-01 14:42:00.000,0,22.0,3.0,0,0,0,1,0,0,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,,2,1,Antioquia,3.0,Medellín,2.0,2.0,1.0,,,216534,22.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,1.0,3.0,3.0,2.0,74.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,7.0,6.0,3.0,8.0,9.0,10.0,5.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0
2020-04-01 14:49:10.004,1,2020-04-01 14:30:27.996,2020-04-01 14:49:10.004,1,64.0,3.0,1,0,0,0,0,0,0,0,,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,,2,2,Antioquia,3.0,Medellín,,3.0,,,,216534,64.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,7.0,4.0,9.0,6.0,8.0,,,,,,0.0,4.0,0.0,1.0,1.0
2020-04-01 14:56:29.003,1,2020-04-01 14:42:52.004,2020-04-01 14:56:29.003,1,44.0,4.0,0,0,0,0,1,0,1,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,VALLE DEL CAUCA,3.0,Cali,,2.0,2.0,,1.0,216534,44.0,,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,15.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,6.0,5.0,4.0,8.0,7.0,10.0,,,,,0.0,2.0,0.0,1.0,1.0
2020-04-01 14:59:27.004,1,2020-04-01 14:41:26.002,2020-04-01 14:59:27.004,0,48.0,3.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Itagüí,2.0,3.0,1.0,,5.0,216534,48.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,3.0,3.0,48.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,3.0,9.0,10.0,1.0,2.0,5.0,4.0,7.0,8.0,6.0,,4.0,,,1.0
2020-04-01 15:11:12.002,1,2020-04-01 14:55:27.002,2020-04-01 15:11:12.002,0,61.0,3.0,1,0,0,0,0,0,0,0,,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,1.0,4.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Medellín,2.0,2.0,,,,216534,61.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,1.0,2.0,2.0,3.0,,1.0,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,6.0,7.0,9.0,5.0,2.0,3.0,10.0,8.0,,,0.0,4.0,0.0,,1.0
2020-04-01 15:16:57.999,1,2020-04-01 15:00:10.999,2020-04-01 15:16:57.999,1,40.0,3.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Cundinamarca,3.0,Bogotá,,2.0,1.0,,4.0,216534,40.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,3.0,3.0,45.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,5.0,6.0,4.0,2.0,10.0,9.0,8.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0
2020-04-01 15:17:00.004,1,2020-04-01 14:51:13.997,2020-04-01 15:17:00.004,1,51.0,4.0,0,0,0,0,0,1,0,0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Medellín,,1.0,2.0,,1.0,216534,51.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,2.0,2.0,48.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0
2020-04-01 15:34:06.997,1,2020-04-01 15:02:51.996,2020-04-01 15:34:06.997,1,64.0,4.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Valle del Cauca,1.0,,,2.0,1.0,,3.0,216534,64.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,45.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,7.0,9.0,3.0,8.0,6.0,10.0,1.0,4.0,,,0.0,3.0,0.0,,1.0
2020-04-01 15:34:51.001,1,2020-04-01 15:16:32.002,2020-04-01 15:34:51.001,1,65.0,4.0,1,0,0,0,0,0,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Envigado,,2.0,,,,216534,65.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,3.0,,1.0,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,6.0,7.0,9.0,10.0,,,,,,,0.0,1.0,0.0,1.0,1.0
2020-04-01 15:40:47.997,1,2020-04-01 15:24:36.999,2020-04-01 15:40:47.997,0,51.0,4.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,1,1,1,2,,2,2,Antioquia,3.0,Medellín,2.0,2.0,1.0,,1.0,216534,51.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,3.0,3.0,45.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,5.0,8.0,7.0,9.0,10.0,,,,,,0.0,1.0,0.0,,1.0
2020-04-01 15:42:39.004,1,2020-04-01 15:28:21.000,2020-04-01 15:42:39.004,0,50.0,4.0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,2,2,Antioquia,3.0,Medellín,2.0,3.0,1.0,,1.0,216534,50.0,1.0,1.0,1.0,,,2.0,1.0,,,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,20.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,4.0,10.0,9.0,,,,,,,,1.0,0.0,1.0,1.0,1.0
2020-04-01 15:48:50.999,1,2020-04-01 15:29:08.002,2020-04-01 15:48:50.999,1,30.0,3.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,Antioquia,3.0,Medellín,,3.0,2.0,,1.0,216534,30.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,55.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,2.0,1.0,6.0,3.0,8.0,5.0,7.0,4.0,10.0,9.0,0.0,1.0,0.0,1.0,1.0
2020-04-01 16:24:10.002,1,2020-04-01 15:36:33.998,2020-04-01 16:24:10.002,0,37.0,4.0,0,0,0,0,0,1,0,0,1.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,1,2,Antioquia,3.0,Sabaneta,2.0,3.0,2.0,,1.0,216534,37.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,3.0,1.0,3.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,7.0,8.0,6.0,4.0,5.0,9.0,10.0,,,,1.0,1.0,1.0,,1.0
2020-04-01 16:34:32.998,1,2020-04-01 16:05:43.996,2020-04-01 16:34:32.998,0,63.0,4.0,0,0,0,0,0,1,0,0,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1,1,2,1,1,2,1,,2,2,Antioquia,3.0,Medellín,2.0,1.0,2.0,,1.0,216534,63.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,2.0,3.0,56.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,10.0,7.0,8.0,9.0,4.0,,,,,0.0,4.0,0.0,1.0,1.0
2020-04-01 16:41:55.003,1,2020-04-01 15:54:08.001,2020-04-01 16:41:55.003,0,22.0,3.0,0,0,0,0,0,0,0,1,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,Antioquia,3.0,Envigado,2.0,3.0,,,,216534,22.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,1.0,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,9.0,10.0,4.0,,,,,,,,0.0,4.0,0.0,1.0,1.0
